Date,Product_ID,Product_Name,Product_Category,Brand,Season,Is_Festival,Sales_Multiplier,Units_Sold,Revenue,Net_Profit,Year,Month,Week,Day,DayOfWeek,Quarter,Weekend,Lag_1,Lag_7,Lag_30,Rolling_7,Rolling_30,Demand_Growth
2024-03-15,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,69,827931.0,104119.54,2024,3,11,15,4,1,0,117.0,87.0,157.0,99.14285714285714,106.26666666666667,-0.41025641025641024
2024-03-16,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,89,1067911.0,151444.14,2024,3,11,16,5,1,1,69.0,131.0,185.0,93.14285714285714,103.06666666666666,0.28985507246376807
2024-03-17,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,146,1751854.0,237722.91,2024,3,11,17,6,1,1,89.0,133.0,104.0,95.0,104.46666666666667,0.6404494382022472
2024-03-18,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,40,479960.0,71263.5,2024,3,12,18,0,1,0,146.0,81.0,38.0,89.14285714285714,104.53333333333333,-0.726027397260274
2024-03-19,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,152,1823848.0,259226.9,2024,3,12,19,1,1,0,40.0,126.0,122.0,92.85714285714286,105.53333333333333,2.8
2024-03-20,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,126,1511874.0,251791.48,2024,3,12,20,2,1,0,152.0,37.0,210.0,105.57142857142857,102.73333333333333,-0.17105263157894735
2024-03-21,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,146,1751854.0,215806.56,2024,3,12,21,3,1,0,126.0,117.0,134.0,109.71428571428571,103.13333333333334,0.15873015873015883
2024-03-24,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,100,1199900.0,188293.83000000002,2024,3,12,24,6,1,1,146.0,69.0,221.0,114.14285714285714,99.1,-0.31506849315068497
2024-03-25,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,Yes,1.12,48,575952.0,99667.58,2024,3,13,25,0,1,0,100.0,89.0,83.0,108.28571428571429,97.93333333333334,-0.52
2024-03-26,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,35,419965.0,61710.79,2024,3,13,26,1,1,0,48.0,146.0,49.0,92.42857142857143,97.46666666666667,-0.27083333333333337
2024-03-27,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,38,455962.0,72208.08,2024,3,13,27,2,1,0,35.0,40.0,76.0,92.14285714285714,96.2,0.08571428571428563
2024-03-28,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,183,2195817.0,373839.48,2024,3,13,28,3,1,0,38.0,152.0,93.0,96.57142857142857,99.2,3.8157894736842106
2024-03-29,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,178,2135822.0,312666.26,2024,3,13,29,4,1,0,183.0,126.0,49.0,104.0,103.5,-0.02732240437158473
2024-03-31,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.02,32,383968.0,57981.3,2024,3,13,31,6,1,1,178.0,146.0,182.0,87.71428571428571,98.5,-0.8202247191011236
2024-04-01,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,33,395967.0,52110.75,2024,4,14,1,0,2,0,32.0,100.0,225.0,78.14285714285714,92.1,0.03125
2024-04-02,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,32,383968.0,72124.01,2024,4,14,2,1,2,0,33.0,48.0,91.0,75.85714285714286,90.13333333333334,-0.030303030303030276
2024-04-03,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,74,887926.0,112321.47,2024,4,14,3,2,2,0,32.0,35.0,91.0,81.42857142857143,89.56666666666666,1.3125
2024-04-04,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,79,947921.0,123204.1,2024,4,14,4,3,2,0,74.0,38.0,73.0,87.28571428571429,89.76666666666667,0.06756756756756754
2024-04-05,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,116,1391884.0,176597.71,2024,4,14,5,4,2,0,79.0,183.0,102.0,77.71428571428571,90.23333333333333,0.4683544303797469
2024-04-06,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,41,491959.0,71973.15,2024,4,14,6,5,2,1,116.0,178.0,36.0,58.142857142857146,90.4,-0.646551724137931
2024-04-07,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,197,2363803.0,338940.99,2024,4,14,7,6,2,1,41.0,32.0,129.0,81.71428571428571,92.66666666666667,3.8048780487804876
2024-04-08,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,28,335972.0,39897.59,2024,4,15,8,0,2,0,197.0,33.0,73.0,81.0,91.16666666666667,-0.8578680203045685
2024-04-09,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,207,2483793.0,399456.63,2024,4,15,9,1,2,0,28.0,32.0,41.0,106.0,96.7,6.392857142857143
2024-04-10,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,126,1511874.0,223710.90000000002,2024,4,15,10,2,2,0,207.0,74.0,87.0,113.42857142857143,98.0,-0.3913043478260869
2024-04-11,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,78,935922.0,168681.28999999998,2024,4,15,11,3,2,0,126.0,79.0,131.0,113.28571428571429,96.23333333333333,-0.38095238095238093
2024-04-12,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,76,911924.0,122875.55,2024,4,15,12,4,2,0,78.0,116.0,133.0,107.57142857142857,94.33333333333333,-0.02564102564102566
2024-04-13,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,135,1619865.0,248014.01,2024,4,15,13,5,2,1,76.0,41.0,81.0,121.0,96.13333333333334,0.7763157894736843
2024-04-14,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,47,563953.0,87151.05,2024,4,15,14,6,2,1,135.0,197.0,126.0,99.57142857142857,93.5,-0.6518518518518519
2024-04-16,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,131,1571869.0,224136.16,2024,4,16,16,1,2,0,47.0,28.0,37.0,114.28571428571429,96.63333333333334,1.7872340425531914
2024-04-17,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,43,515957.0,98524.73,2024,4,16,17,2,2,0,131.0,207.0,117.0,90.85714285714286,94.16666666666667,-0.6717557251908397
2024-04-18,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,111,1331889.0,198540.32,2024,4,16,18,3,2,0,43.0,126.0,69.0,88.71428571428571,95.56666666666666,1.5813953488372094
2024-04-19,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,61,731939.0,93050.31,2024,4,16,19,4,2,0,111.0,78.0,89.0,86.28571428571429,94.63333333333334,-0.4504504504504504
2024-04-20,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,111,1331889.0,203753.78,2024,4,16,20,5,2,1,61.0,76.0,146.0,91.28571428571429,93.46666666666667,0.819672131147541
2024-04-21,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,83,995917.0,147905.59999999998,2024,4,16,21,6,2,1,111.0,135.0,40.0,83.85714285714286,94.9,-0.25225225225225223
2024-04-22,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,91,1091909.0,132565.4,2024,4,17,22,0,2,0,83.0,47.0,152.0,90.14285714285714,92.86666666666666,0.09638554216867479
2024-04-23,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,66,791934.0,99944.79999999999,2024,4,17,23,1,2,0,91.0,131.0,126.0,80.85714285714286,90.86666666666666,-0.27472527472527475
2024-04-24,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,44,527956.0,80402.74,2024,4,17,24,2,2,0,66.0,43.0,146.0,81.0,87.46666666666667,-0.33333333333333337
2024-04-25,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,110,1319890.0,213200.41999999998,2024,4,17,25,3,2,0,44.0,111.0,100.0,80.85714285714286,87.8,1.5
2024-04-26,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,134,1607866.0,214393.88,2024,4,17,26,4,2,0,110.0,61.0,48.0,91.28571428571429,90.66666666666667,0.21818181818181825
2024-04-27,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,77,923923.0,157986.05,2024,4,17,27,5,2,1,134.0,111.0,35.0,86.42857142857143,92.06666666666666,-0.4253731343283582
2024-04-28,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,138,1655862.0,234123.38,2024,4,17,28,6,2,1,77.0,83.0,38.0,94.28571428571429,95.4,0.7922077922077921
2024-04-29,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,82,983918.0,160037.39,2024,4,18,29,0,2,0,138.0,91.0,183.0,93.0,92.03333333333333,-0.4057971014492754
2024-04-30,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.05,30,359970.0,41990.14,2024,4,18,30,1,2,0,82.0,66.0,178.0,87.85714285714286,87.1,-0.6341463414634146
2024-05-01,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,250,2999750.0,431294.85,2024,5,18,1,2,2,0,30.0,44.0,32.0,117.28571428571429,94.36666666666666,7.333333333333334
2024-05-02,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,77,923923.0,119790.38,2024,5,18,2,3,2,0,250.0,110.0,33.0,112.57142857142857,95.83333333333333,-0.692
2024-05-03,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,46,551954.0,95233.49,2024,5,18,3,4,2,0,77.0,134.0,32.0,100.0,96.3,-0.4025974025974026
2024-05-04,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,95,1139905.0,179705.36,2024,5,18,4,5,2,1,46.0,77.0,74.0,102.57142857142857,97.0,1.0652173913043477
2024-05-05,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,186,2231814.0,339847.1,2024,5,18,5,6,2,1,95.0,138.0,79.0,109.42857142857143,100.56666666666666,0.9578947368421054
2024-05-06,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,115,1379885.0,167775.18,2024,5,19,6,0,2,0,186.0,82.0,116.0,114.14285714285714,100.53333333333333,-0.3817204301075269
2024-05-07,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,99,1187901.0,140031.3,2024,5,19,7,1,2,0,115.0,30.0,41.0,124.0,102.46666666666667,-0.13913043478260867
2024-05-08,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,88,1055912.0,132724.03,2024,5,19,8,2,2,0,99.0,250.0,197.0,100.85714285714286,98.83333333333333,-0.11111111111111116
2024-05-09,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,73,875927.0,131231.8,2024,5,19,9,3,2,0,88.0,77.0,28.0,100.28571428571429,100.33333333333333,-0.17045454545454541
2024-05-10,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,220,2639780.0,393464.14,2024,5,19,10,4,2,0,73.0,46.0,207.0,125.14285714285714,100.76666666666667,2.0136986301369864
2024-05-11,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,114,1367886.0,206757.0,2024,5,19,11,5,2,1,220.0,95.0,126.0,127.85714285714286,100.36666666666666,-0.4818181818181818
2024-05-12,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,47,563953.0,107513.16,2024,5,19,12,6,2,1,114.0,186.0,78.0,108.0,99.33333333333333,-0.5877192982456141
2024-05-13,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,212,2543788.0,368748.53,2024,5,20,13,0,2,0,47.0,115.0,76.0,121.85714285714286,103.86666666666666,3.5106382978723403
2024-05-14,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,38,455962.0,70877.43,2024,5,20,14,1,2,0,212.0,99.0,135.0,113.14285714285714,100.63333333333334,-0.8207547169811321
2024-05-15,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,151,1811849.0,273675.52,2024,5,20,15,2,2,0,38.0,88.0,47.0,122.14285714285714,104.1,2.973684210526316
2024-05-16,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,43,515957.0,78837.53,2024,5,20,16,3,2,0,151.0,73.0,131.0,117.85714285714286,101.16666666666667,-0.7152317880794702
2024-05-17,PR001,Samsung Galaxy Series,Electronics,Samsung,Summer,No,1.08,130,1559870.0,241833.39,2024,5,20,17,4,2,0,43.0,220.0,43.0,105.0,104.06666666666666,2.0232558139534884
